Date,TideType,TideTime,TideHeight (meters)
2024-01-01,High,02:41:00,3.52
2024-01-01,High,14:54:00,3.8
2024-01-01,Low,08:15:00,1.3
2024-01-01,Low,20:59:00,1.06
2024-01-02,High,03:26:00,3.43
2024-01-02,High,15:38:00,3.68
2024-01-02,Low,09:00:00,1.41
2024-01-02,Low,21:44:00,1.17
2024-01-03,High,04:15:00,3.34
2024-01-03,High,16:26:00,3.55
2024-01-03,Low,09:51:00,1.53
2024-01-03,Low,22:33:00,1.29
2024-01-04,High,05:09:00,3.27
2024-01-04,High,17:19:00,3.43
2024-01-04,Low,10:47:00,1.64
2024-01-04,Low,23:26:00,1.38
2024-01-05,High,06:10:00,3.25
2024-01-05,High,18:20:00,3.36
2024-01-05,Low,11:48:00,1.7
2024-01-05,Low,11:48:00,1.7
2024-01-06,High,07:12:00,3.3
2024-01-06,High,19:25:00,3.36
2024-01-06,Low,00:24:00,1.44
2024-01-06,Low,12:48:00,1.69
2024-01-07,High,08:08:00,3.4
2024-01-07,High,20:26:00,3.43
2024-01-07,Low,01:21:00,1.42
2024-01-07,Low,13:45:00,1.59
2024-01-08,High,08:58:00,3.56
2024-01-08,High,21:21:00,3.55
2024-01-08,Low,02:16:00,1.35
2024-01-08,Low,14:39:00,1.42
2024-01-09,High,09:44:00,3.73
2024-01-09,High,22:11:00,3.7
2024-01-09,Low,03:05:00,1.22
2024-01-09,Low,15:27:00,1.2
2024-01-10,High,10:27:00,3.91
2024-01-10,High,22:57:00,3.83
2024-01-10,Low,03:50:00,1.07
2024-01-10,Low,16:12:00,0.96
2024-01-11,High,11:09:00,4.08
2024-01-11,High,23:42:00,3.94
2024-01-11,Low,04:33:00,0.93
2024-01-11,Low,16:57:00,0.73
2024-01-12,High,11:52:00,4.21
2024-01-12,Low,05:15:00,0.81
2024-01-12,Low,17:42:00,0.55
2024-01-12,High,11:52:00,4.21
2024-01-13,High,00:27:00,3.99
2024-01-13,High,12:36:00,4.29
2024-01-13,Low,05:57:00,0.75
2024-01-13,Low,18:29:00,0.44
2024-01-14,High,01:13:00,3.99
2024-01-14,High,13:24:00,4.31
2024-01-14,Low,06:42:00,0.76
2024-01-14,Low,19:18:00,0.42
2024-01-15,High,02:03:00,3.94
2024-01-15,High,14:14:00,4.29
2024-01-15,Low,07:31:00,0.82
2024-01-15,Low,20:09:00,0.48
2024-01-16,High,02:54:00,3.86
2024-01-16,High,15:06:00,4.21
2024-01-16,Low,08:24:00,0.92
2024-01-16,Low,21:04:00,0.6
2024-01-17,High,03:50:00,3.75
2024-01-17,High,16:02:00,4.08
2024-01-17,Low,09:20:00,1.06
2024-01-17,Low,22:02:00,0.79
2024-01-18,High,04:49:00,3.63
2024-01-18,High,17:02:00,3.91
2024-01-18,Low,10:21:00,1.21
2024-01-18,Low,23:03:00,1
2024-01-19,High,05:55:00,3.54
2024-01-19,High,18:09:00,3.75
2024-01-19,Low,11:27:00,1.34
2024-01-19,Low,11:27:00,1.34
2024-01-20,High,07:04:00,3.51
2024-01-20,High,19:21:00,3.63
2024-01-20,Low,00:09:00,1.2
2024-01-20,Low,12:39:00,1.43
2024-01-21,High,08:12:00,3.55
2024-01-21,High,20:33:00,3.58
2024-01-21,Low,01:24:00,1.33
2024-01-21,Low,13:54:00,1.42
2024-01-22,High,09:15:00,3.65
2024-01-22,High,21:40:00,3.59
2024-01-22,Low,02:35:00,1.36
2024-01-22,Low,15:03:00,1.3
2024-01-23,High,10:11:00,3.77
2024-01-23,High,22:36:00,3.63
2024-01-23,Low,03:34:00,1.3
2024-01-23,Low,15:59:00,1.15
2024-01-24,High,10:58:00,3.88
2024-01-24,High,23:21:00,3.66
2024-01-24,Low,04:20:00,1.21
2024-01-24,Low,16:45:00,1
2024-01-25,High,11:36:00,3.95
2024-01-25,High,23:57:00,3.66
2024-01-25,Low,04:58:00,1.12
2024-01-25,Low,17:24:00,0.88
2024-01-26,High,12:08:00,3.99
2024-01-26,Low,05:33:00,1.05
2024-01-26,Low,18:00:00,0.81
2024-01-26,High,12:08:00,3.99
2024-01-27,High,00:26:00,3.65
2024-01-27,High,12:38:00,3.99
2024-01-27,Low,06:03:00,1
2024-01-27,Low,18:34:00,0.78
2024-01-28,High,00:55:00,3.64
2024-01-28,High,13:09:00,3.97
2024-01-28,Low,06:34:00,0.98
2024-01-28,Low,19:07:00,0.79
2024-01-29,High,01:27:00,3.63
2024-01-29,High,13:42:00,3.92
2024-01-29,Low,07:05:00,0.99
2024-01-29,Low,19:39:00,0.83
2024-01-30,High,02:02:00,3.6
2024-01-30,High,14:18:00,3.85
2024-01-30,Low,07:38:00,1.03
2024-01-30,Low,20:12:00,0.89
2024-01-31,High,02:39:00,3.56
2024-01-31,High,14:57:00,3.75
2024-01-31,Low,08:13:00,1.11
2024-01-31,Low,20:48:00,0.99
2024-02-01,High,03:19:00,3.48
2024-02-01,High,15:38:00,3.62
2024-02-01,Low,08:51:00,1.23
2024-02-01,Low,21:27:00,1.12
2024-02-02,High,04:04:00,3.38
2024-02-02,High,16:24:00,3.46
2024-02-02,Low,09:36:00,1.37
2024-02-02,Low,22:12:00,1.28
2024-02-03,High,04:57:00,3.27
2024-02-03,High,17:19:00,3.31
2024-02-03,Low,10:28:00,1.52
2024-02-03,Low,23:08:00,1.45
2024-02-04,High,06:00:00,3.19
2024-02-04,High,18:28:00,3.21
2024-02-04,Low,11:37:00,1.63
2024-02-04,Low,11:37:00,1.63
2024-02-05,High,07:15:00,3.22
2024-02-05,High,19:50:00,3.24
2024-02-05,Low,00:23:00,1.55
2024-02-05,Low,12:59:00,1.62
2024-02-06,High,08:24:00,3.37
2024-02-06,High,21:00:00,3.4
2024-02-06,Low,01:39:00,1.52
2024-02-06,Low,14:11:00,1.43
2024-02-07,High,09:21:00,3.6
2024-02-07,High,21:57:00,3.61
2024-02-07,Low,02:45:00,1.35
2024-02-07,Low,15:11:00,1.14
2024-02-08,High,10:09:00,3.85
2024-02-08,High,22:45:00,3.81
2024-02-08,Low,03:36:00,1.1
2024-02-08,Low,16:00:00,0.79
2024-02-09,High,10:54:00,4.09
2024-02-09,High,23:28:00,3.97
2024-02-09,Low,04:21:00,0.85
2024-02-09,Low,16:45:00,0.48
2024-02-10,High,11:36:00,4.27
2024-02-10,Low,05:02:00,0.64
2024-02-10,Low,17:28:00,0.25
2024-02-10,High,11:36:00,4.27
2024-02-11,High,00:11:00,4.05
2024-02-11,High,12:19:00,4.38
2024-02-11,Low,05:42:00,0.5
2024-02-11,Low,18:12:00,0.13
2024-02-12,High,00:53:00,4.07
2024-02-12,High,13:03:00,4.41
2024-02-12,Low,06:24:00,0.45
2024-02-12,Low,18:57:00,0.14
2024-02-13,High,01:37:00,4.02
2024-02-13,High,13:50:00,4.36
2024-02-13,Low,07:09:00,0.5
2024-02-13,Low,19:44:00,0.27
2024-02-14,High,02:24:00,3.91
2024-02-14,High,14:39:00,4.23
2024-02-14,Low,07:57:00,0.62
2024-02-14,Low,20:33:00,0.49
2024-02-15,High,03:12:00,3.77
2024-02-15,High,15:32:00,4.03
2024-02-15,Low,08:49:00,0.81
2024-02-15,Low,21:26:00,0.77
2024-02-16,High,04:07:00,3.6
2024-02-16,High,16:30:00,3.78
2024-02-16,Low,09:48:00,1.03
2024-02-16,Low,22:23:00,1.09
2024-02-17,High,05:12:00,3.44
2024-02-17,High,17:41:00,3.54
2024-02-17,Low,10:53:00,1.26
2024-02-17,Low,23:28:00,1.39
2024-02-18,High,06:27:00,3.35
2024-02-18,High,19:01:00,3.37
2024-02-18,Low,12:09:00,1.42
2024-02-18,Low,12:09:00,1.42
2024-02-19,High,07:44:00,3.37
2024-02-19,High,20:21:00,3.33
2024-02-19,Low,00:53:00,1.59
2024-02-19,Low,13:39:00,1.43
2024-02-20,High,08:55:00,3.49
2024-02-20,High,21:34:00,3.39
2024-02-20,Low,02:24:00,1.57
2024-02-20,Low,14:56:00,1.29
2024-02-21,High,09:57:00,3.66
2024-02-21,High,22:30:00,3.49
2024-02-21,Low,03:25:00,1.43
2024-02-21,Low,15:50:00,1.09
2024-02-22,High,10:44:00,3.8
2024-02-22,High,23:11:00,3.55
2024-02-22,Low,04:09:00,1.26
2024-02-22,Low,16:31:00,0.92
2024-02-23,High,11:21:00,3.88
2024-02-23,High,23:41:00,3.59
2024-02-23,Low,04:43:00,1.1
2024-02-23,Low,17:06:00,0.79
2024-02-24,High,11:50:00,3.92
2024-02-24,Low,05:14:00,0.96
2024-02-24,Low,17:38:00,0.71
2024-02-24,High,11:50:00,3.92
2024-02-25,High,00:04:00,3.61
2024-02-25,High,12:15:00,3.92
2024-02-25,Low,05:42:00,0.86
2024-02-25,Low,18:07:00,0.68
2024-02-26,High,00:27:00,3.64
2024-02-26,High,12:42:00,3.91
2024-02-26,Low,06:09:00,0.81
2024-02-26,Low,18:34:00,0.68
2024-02-27,High,00:54:00,3.67
2024-02-27,High,13:11:00,3.88
2024-02-27,Low,06:34:00,0.79
2024-02-27,Low,19:00:00,0.71
2024-02-28,High,01:24:00,3.68
2024-02-28,High,13:45:00,3.83
2024-02-28,Low,07:02:00,0.8
2024-02-28,Low,19:29:00,0.76
2024-02-29,High,02:00:00,3.66
2024-02-29,High,14:22:00,3.75
2024-02-29,Low,07:35:00,0.86
2024-02-29,Low,20:03:00,0.84
2024-03-01,High,02:39:00,3.6
2024-03-01,High,15:03:00,3.63
2024-03-01,Low,08:12:00,0.96
2024-03-01,Low,20:42:00,0.99
2024-03-02,High,03:21:00,3.47
2024-03-02,High,15:48:00,3.46
2024-03-02,Low,08:54:00,1.12
2024-03-02,Low,21:26:00,1.19
2024-03-03,High,04:10:00,3.32
2024-03-03,High,16:41:00,3.27
2024-03-03,Low,09:45:00,1.31
2024-03-03,Low,22:20:00,1.42
2024-03-04,High,05:09:00,3.17
2024-03-04,High,17:51:00,3.12
2024-03-04,Low,10:51:00,1.48
2024-03-04,Low,23:38:00,1.61
2024-03-05,High,06:29:00,3.12
2024-03-05,High,19:26:00,3.13
2024-03-05,Low,12:27:00,1.52
2024-03-05,Low,12:27:00,1.52
2024-03-06,High,07:54:00,3.26
2024-03-06,High,20:44:00,3.33
2024-03-06,Low,01:13:00,1.59
2024-03-06,Low,13:51:00,1.31
2024-03-07,High,08:58:00,3.52
2024-03-07,High,21:42:00,3.58
2024-03-07,Low,02:28:00,1.36
2024-03-07,Low,14:57:00,0.95
2024-03-08,High,09:50:00,3.82
2024-03-08,High,22:29:00,3.82
2024-03-08,Low,03:22:00,1.04
2024-03-08,Low,15:46:00,0.56
2024-03-09,High,10:35:00,4.09
2024-03-09,High,23:11:00,3.99
2024-03-09,Low,04:06:00,0.72
2024-03-09,Low,16:30:00,0.24
2024-03-10,High,11:17:00,4.29
2024-03-10,High,23:50:00,4.08
2024-03-10,Low,04:45:00,0.46
2024-03-10,Low,17:10:00,0.03
2024-03-11,High,11:58:00,4.39
2024-03-11,Low,05:24:00,0.29
2024-03-11,Low,17:51:00,-0.04
2024-03-11,High,11:58:00,4.39
2024-03-12,High,00:29:00,4.09
2024-03-12,High,12:41:00,4.4
2024-03-12,Low,06:03:00,0.24
2024-03-12,Low,18:33:00,0.04
2024-03-13,High,01:09:00,4.03
2024-03-13,High,13:26:00,4.31
2024-03-13,Low,06:45:00,0.29
2024-03-13,Low,19:17:00,0.23
2024-03-14,High,01:51:00,3.93
2024-03-14,High,14:14:00,4.13
2024-03-14,Low,07:32:00,0.43
2024-03-14,Low,20:03:00,0.52
2024-03-15,High,02:38:00,3.78
2024-03-15,High,15:06:00,3.89
2024-03-15,Low,08:24:00,0.65
2024-03-15,Low,20:53:00,0.85
2024-03-16,High,03:29:00,3.6
2024-03-16,High,16:05:00,3.61
2024-03-16,Low,09:22:00,0.91
2024-03-16,Low,21:48:00,1.21
2024-03-17,High,04:30:00,3.41
2024-03-17,High,17:18:00,3.34
2024-03-17,Low,10:27:00,1.16
2024-03-17,Low,22:52:00,1.52
2024-03-18,High,05:51:00,3.27
2024-03-18,High,18:41:00,3.18
2024-03-18,Low,11:44:00,1.35
2024-03-18,Low,11:44:00,1.35
2024-03-19,High,07:14:00,3.27
2024-03-19,High,20:06:00,3.18
2024-03-19,Low,00:16:00,1.72
2024-03-19,Low,13:20:00,1.36
2024-03-20,High,08:30:00,3.4
2024-03-20,High,21:21:00,3.29
2024-03-20,Low,02:02:00,1.68
2024-03-20,Low,14:36:00,1.2
2024-03-21,High,09:33:00,3.57
2024-03-21,High,22:12:00,3.42
2024-03-21,Low,03:03:00,1.48
2024-03-21,Low,15:27:00,1.01
2024-03-22,High,10:20:00,3.72
2024-03-22,High,22:48:00,3.51
2024-03-22,Low,03:45:00,1.26
2024-03-22,Low,16:06:00,0.84
2024-03-23,High,10:55:00,3.8
2024-03-23,High,23:14:00,3.57
2024-03-23,Low,04:19:00,1.05
2024-03-23,Low,16:39:00,0.73
2024-03-24,High,11:24:00,3.84
2024-03-24,High,23:36:00,3.62
2024-03-24,Low,04:49:00,0.89
2024-03-24,Low,17:09:00,0.66
2024-03-25,High,11:49:00,3.84
2024-03-25,High,23:57:00,3.66
2024-03-25,Low,05:16:00,0.79
2024-03-25,Low,17:35:00,0.64
2024-03-26,High,12:14:00,3.83
2024-03-26,Low,05:40:00,0.72
2024-03-26,Low,17:59:00,0.64
2024-03-26,High,12:14:00,3.83
2024-03-27,High,00:21:00,3.71
2024-03-27,High,12:42:00,3.81
2024-03-27,Low,06:03:00,0.7
2024-03-27,Low,18:24:00,0.67
2024-03-28,High,00:52:00,3.75
2024-03-28,High,13:15:00,3.78
2024-03-28,Low,06:31:00,0.7
2024-03-28,Low,18:54:00,0.72
2024-03-29,High,01:27:00,3.74
2024-03-29,High,13:54:00,3.71
2024-03-29,Low,07:05:00,0.75
2024-03-29,Low,19:30:00,0.82
2024-03-30,High,02:07:00,3.67
2024-03-30,High,14:36:00,3.6
2024-03-30,Low,07:43:00,0.85
2024-03-30,Low,20:10:00,0.98
2024-03-31,High,03:51:00,3.55
2024-03-31,High,16:24:00,3.44
2024-03-31,Low,09:29:00,1
2024-03-31,Low,21:57:00,1.2
2024-04-01,High,04:40:00,3.39
2024-04-01,High,17:20:00,3.26
2024-04-01,Low,10:24:00,1.18
2024-04-01,Low,22:57:00,1.43
2024-04-02,High,05:41:00,3.24
2024-04-02,High,18:34:00,3.13
2024-04-02,Low,11:38:00,1.33
2024-04-02,Low,11:38:00,1.33
2024-04-03,High,07:00:00,3.18
2024-04-03,High,20:07:00,3.16
2024-04-03,Low,00:18:00,1.59
2024-04-03,Low,13:10:00,1.32
2024-04-04,High,08:24:00,3.31
2024-04-04,High,21:24:00,3.36
2024-04-04,Low,01:51:00,1.54
2024-04-04,Low,14:33:00,1.09
2024-04-05,High,09:32:00,3.57
2024-04-05,High,22:21:00,3.61
2024-04-05,Low,03:05:00,1.3
2024-04-05,Low,15:36:00,0.75
2024-04-06,High,10:26:00,3.85
2024-04-06,High,23:08:00,3.82
2024-04-06,Low,03:59:00,0.97
2024-04-06,Low,16:26:00,0.42
2024-04-07,High,11:12:00,4.09
2024-04-07,High,23:49:00,3.97
2024-04-07,Low,04:43:00,0.66
2024-04-07,Low,17:09:00,0.16
2024-04-08,High,11:56:00,4.25
2024-04-08,Low,05:24:00,0.41
2024-04-08,Low,17:50:00,0.03
2024-04-08,High,11:56:00,4.25
2024-04-09,High,00:27:00,4.05
2024-04-09,High,12:39:00,4.32
2024-04-09,Low,06:03:00,0.26
2024-04-09,Low,18:30:00,0.03
2024-04-10,High,01:05:00,4.06
2024-04-10,High,13:22:00,4.29
2024-04-10,Low,06:44:00,0.22
2024-04-10,Low,19:10:00,0.16
2024-04-11,High,01:44:00,4.02
2024-04-11,High,14:07:00,4.17
2024-04-11,Low,07:27:00,0.28
2024-04-11,Low,19:52:00,0.38
2024-04-12,High,02:26:00,3.93
2024-04-12,High,14:55:00,3.99
2024-04-12,Low,08:14:00,0.42
2024-04-12,Low,20:38:00,0.67
2024-04-13,High,03:12:00,3.8
2024-04-13,High,15:48:00,3.75
2024-04-13,Low,09:06:00,0.62
2024-04-13,Low,21:27:00,0.98
2024-04-14,High,04:02:00,3.64
2024-04-14,High,16:47:00,3.49
2024-04-14,Low,10:04:00,0.85
2024-04-14,Low,22:21:00,1.29
2024-04-15,High,05:02:00,3.46
2024-04-15,High,17:57:00,3.25
2024-04-15,Low,11:08:00,1.07
2024-04-15,Low,23:24:00,1.56
2024-04-16,High,06:19:00,3.32
2024-04-16,High,19:16:00,3.12
2024-04-16,Low,12:20:00,1.23
2024-04-16,Low,12:20:00,1.23
2024-04-17,High,07:39:00,3.29
2024-04-17,High,20:36:00,3.13
2024-04-17,Low,00:38:00,1.73
2024-04-17,Low,13:44:00,1.26
2024-04-18,High,08:53:00,3.38
2024-04-18,High,21:45:00,3.24
2024-04-18,Low,02:13:00,1.7
2024-04-18,Low,14:57:00,1.16
2024-04-19,High,09:55:00,3.51
2024-04-19,High,22:34:00,3.38
2024-04-19,Low,03:23:00,1.52
2024-04-19,Low,15:50:00,1.01
2024-04-20,High,10:42:00,3.63
2024-04-20,High,23:09:00,3.49
2024-04-20,Low,04:09:00,1.3
2024-04-20,Low,16:31:00,0.87
2024-04-21,High,11:20:00,3.71
2024-04-21,High,23:39:00,3.57
2024-04-21,Low,04:45:00,1.1
2024-04-21,Low,17:05:00,0.77
2024-04-22,High,11:52:00,3.74
2024-04-22,Low,05:17:00,0.95
2024-04-22,Low,17:34:00,0.72
2024-04-22,High,11:52:00,3.74
2024-04-23,High,00:04:00,3.64
2024-04-23,High,12:20:00,3.75
2024-04-23,Low,05:45:00,0.85
2024-04-23,Low,18:00:00,0.7
2024-04-24,High,00:27:00,3.7
2024-04-24,High,12:46:00,3.75
2024-04-24,Low,06:09:00,0.79
2024-04-24,Low,18:25:00,0.71
2024-04-25,High,00:52:00,3.76
2024-04-25,High,13:16:00,3.75
2024-04-25,Low,06:35:00,0.75
2024-04-25,Low,18:53:00,0.73
2024-04-26,High,01:24:00,3.8
2024-04-26,High,13:52:00,3.73
2024-04-26,Low,07:06:00,0.75
2024-04-26,Low,19:26:00,0.79
2024-04-27,High,02:02:00,3.79
2024-04-27,High,14:34:00,3.67
2024-04-27,Low,07:42:00,0.78
2024-04-27,Low,20:05:00,0.9
2024-04-28,High,02:45:00,3.74
2024-04-28,High,15:20:00,3.58
2024-04-28,Low,08:27:00,0.86
2024-04-28,Low,20:51:00,1.05
2024-04-29,High,03:32:00,3.65
2024-04-29,High,16:12:00,3.46
2024-04-29,Low,09:18:00,0.97
2024-04-29,Low,21:44:00,1.24
2024-04-30,High,04:25:00,3.53
2024-04-30,High,17:12:00,3.33
2024-04-30,Low,10:21:00,1.08
2024-04-30,Low,22:48:00,1.4
2024-05-01,High,05:27:00,3.43
2024-05-01,High,18:25:00,3.26
2024-05-01,Low,11:36:00,1.13
